SpeciesUId,Class,Order,Name,ScientificName,Icon,Notes,Level,RedData
638,Birds,Insect Eaters,Cape Grassbird,Sphenoeacus afer,661a.png,"  Small; crown, flight feathers, rump and tail bright rusty; rest of upperparts streaked black on buff; eyebrow and throat white with 2 black stripes on each side; below buff, streaked black on flanks; tail feathers longish, pointed. Rank vegetation along streams, forest edges and in fynbos. Moist S and E from sw Cape to Zimbabwe. Locally common resident.",1,N
639,Birds,Insect Eaters,Zitting Cisticola,Cisticola juncidis,664a.png,"  Very small; above streaked black and buff; rump bright tawny; below white, washed buff on breast and flanks; tail fanned in flight, dusky with black and white tips. Voice monotonous zit zit zit in dipping flight display. Open grassland, cultivated fields, vleis. Widespread. Common resident.",1,N
640,Birds,Insect Eaters,Desert Cisticola,Cisticola aridulus,665a.png,"  Very small; similar to Fantailed Cisticola, but uppertail without black subterminal spots. Voice tinkling ting-ting-ting, changing in pitch. Short grassland, edges of vleis. Widespread except in moist NE, SE and most arid SW. Fairly common resident.",1,N
641,Birds,Insect Eaters,Cloud Cisticola,Cisticola textrix,666a.png,"  Very small; tail very short; similar to Fantailed Cisticola, but smaller, breast streaked black. Voice rapid to-to-to-pi-pi-chikchikchikchik in very high cruising flight. Short grassland, fynbos, estuarine marshland. Highveld from Transvaal to coastal lowlands of s Cape.",1,N
642,Birds,Insect Eaters,Wing-snapping Cisticola,Cisticola ayresii,667a.png,"  Very small; similar to Cloud Cisticola, but lacks breast streaking. Voice deliberate chiki pee pee pee in very high cruising flight. Short grassland. E Cape, highveld to Zimbabwe. Common resident.",1,N
643,Birds,Insect Eaters,Pale-crowned Cisticola,Cisticola cinnamomeus,668a.png,"  Very small; similar to Fantailed Cisticola, but lacks black subterminal spots on uppertail; crown of Br male plain buffy or brown; lores and smudge around eye blackish. Voice piping teee teee teee in rising flight, becoming rolling chree-chree-chree-chree in cruising flight. Moist short grassland. E Cape to e Transvaal and e Zimbabwe. Locally fairly common resident.",1,N
644,Birds,Insect Eaters,Grey-backed Cisticola,Cisticola subruficapilla,669a.png,"  Very small; crown dark rufous, merging with grey back, lightly streaked black; tail dusky; below dull whitish, washed grey on breast; rufous panel in folded wing. Voice high-pitched prrrreeee tee tee tee tee. Semi-arid shrubby plains, karoo, drier fynbos, drier montane grassland. Dry W and SW. Common resident.",1,N
645,Birds,Insect Eaters,Wailing Cisticola,Cisticola lais,670a.png,"  Very small; similar to Greybacked Cisticola, but breast and flanks buffy, streaks on back broader, tail reddish brown. Voice similar to that of Greybacked Cisticola. Moist montane grassland, bracken slopes, moist fynbos. Southern Cape mountains to highveld, e escarpments to Zimbabwe. Common resident.",1,N
646,Birds,Insect Eaters,Tinkling Cisticola,Cisticola rufilatus,671a.png,"  Very small; crown rufous; back streaked black and buff; conspicuous eyebrow and lores buff; ear coverts and tail bright russet; below buff, shading to white in centre of throat and belly. Voice distinctive high bell-like tweee, tweee, tweee. Scrub in dry savanna on Kalahari sand. Kalahari basin from Botswana to Zimbabwe and Namibia. Uncommon resident.",1,N
647,Birds,Insect Eaters,Rattling Cisticola,Cisticola chiniana,672a.png,"  Very small; similar to Tinkling Cisticola, but less russet, except for crown; tail dusky brown. Voice loud tsee tsee tsee chirrrrr. Savanna, bushveld, drier woodland. Ne half of s Africa from e Cape. Very common resident.",1,N
648,Birds,Insect Eaters,Red-faced Cisticola,Cisticola erythrops,674a.png,"  Very small; similar to Singing Cisticola, but back light olive grey, eyebrow indistinct, face light rufous, tail russet brown. Voice loud crescendo piping weet-weet-weet-WEET-WEET-WEET. Rank vegetation in lowland marshes, rivers, reedbeds. Moist subtropical to tropical E and NE. Locally common resident.",1,N
649,Birds,Insect Eaters,Rufous-winged Cisticola,Cisticola galactotes,675a.png,"  Very small to small; crown dull rufous; back black, scaled grey (Br) or tawny (Nonbr); rump and tail grey. Voice loud explosive tskooee, tskooee with rising tone. Reedbeds, tall waterside vegetation, canefields. Moist E and Okavango-Chobe floodplain system. Fairly common resident.",1,N
650,Birds,Insect Eaters,Levaillant’s Cisticola,Cisticola tinniens,677a.png,"  Very small; crown bright chestnut; back black, scaled light greyish buff; eyebrow, face and underparts buffy white; tail rusty brown. Voice bubbling phrase tsip tsirrirrooree. Vleis, marshes, dams with emergent vegetation. Most of S Africa and Zimbabwe, except in arid regions. Very common resident.",1,N
651,Birds,Insect Eaters,Croaking Cisticola,Cisticola natalensis,678a.png,"  Small % or very small &amp;; build robust; crown and back grey or back, streaked blackish; tail grey, broadly tipped black and white; below creamy white; bill heavy, decurved, black when Br. Voice loud croaking q-q-RRRRRP, from perch or in flight. Rank grassland with scattered trees or bushes. Moist E and NE. Common resident.",1,N
652,Birds,Insect Eaters,Lazy Cisticola,Cisticola aberrans,679a.png,"  Very small; tail relatively long, often cocked up like that of prinia; crown and nape dull rusty; back plain dull olive grey; below buff, darker on flanks and breast. Voice petulant rising weee-eee. Bushy outcrops in savanna and woodland, dense scrub on hillsides. Moist SE from e Cape to Transvaal, Zimbabwe, upper Zambezi Valley. Locally common resident.",1,N
653,Birds,Insect Eaters,Neddicky,Cisticola fulvicapilla,681a.png,"  Very small; above plain dark grey;  crown dull rusty; below plain dull bluish grey; tail shortish, flicked from side to side. Voice high-pitched weep weep weep from top of high perch. Scrub, understory of woodland, gardens. Widespread except in arid regions and most of Kalahari basin. Very common resident.",1,N
654,Birds,Insect Eaters,Tawny-flanked Prinia,Prinia subflava,683a.png,"  Very small; tail longish, often cocked up; above light greyish brown, wing feathers edged rufous; eyebrow and underparts white, washed pale tawny on flanks. Voice loud teep-teep-teep. Rank waterside vegetation, tangled undergrowth in bush and forest edges. Moist SE, E and N. Very common resident",1,N
655,Birds,Insect Eaters,Black-chested Prinia,Prinia flavicans,685a.png,"  Very small; tail longish, often cocked up; above earth brown; eyebrow and throat white; broad black breastband when Br; belly pale lemon yellow. Voice sharp chip-chip-chip-chip. Semi-arid scrub, drier savanna, weedy fields, gardens. Drier NW from Free State to Namibia. Common resident.",1,N
656,Birds,Insect Eaters,Karoo Prinia,Prinia maculosa,686a.png,"  Very small; similar to Spotted Prinia (see next species), but white below (not yellow). Fynbos, karoo. Drier sw parts of s Africa from Karoo to s Namibia. Common resident.",1,N
657,Birds,Insect Eaters,Drakensberg Prinia,Prinia hypoxantha,686a.png,"  Very small; similar to Karoo Prinia (see previous species); tail longish, often cocked up; above brown; eyebrow and throat whitish, shading to lemon yellow belly; breast and flanks streaked black. Voice penetrating kri-kri-kri. Montane scrub, thickets along streams, gardens. Highveld from ne Cape to Mpumalanga escarpment. Common resident.",1,N
658,Birds,Insect Eaters,Namaqua Warbler,Phragmacia substriata,687a.png,"  Very small; prinia-like; above brown, tinged rufous; eyebrow and underparts white, breast lightly streaked black, flanks and undertail coverts washed brownish. Voice sharp rattling chit chit chi-chi-churrrrr. Riverine thornbush. Karoo, Namaqualand, s Free State. Locally fairly common resident.",1,N
659,Birds,Insect Eaters,Rufous-eared Warbler,Malcorus pectoralis,688a.png,"  Very small; tail longish, often cocked up; above streaked black on buffy grey; face and ear coverts deep brick red (duller in &amp;); below white with bold black collar (narrower in &amp;). Voice loud tee-tee-tee. Karoo, semidesert, desert with shrubs. Dry W. Common resident.",1,N
660,Birds,Insect Eaters,Spotted flycatcher,Muscicapa striata,689a.png,"  Very small; smoky grey, paler below; forecrown mottled, breast streaked. Widespread, except arid W. Common Nonbr Palaearctic migrant.",1,N
661,Birds,Insect Eaters,African Dusky Flycatcher,Muscicapa adusta,690a.png,"  Very small; dull grey, obscurely streaked below; eyering buffy; feet black. S and E lowland and midland forests. Common resident.",1,N
662,Birds,Insect Eaters,Ashy Flycatcher,Muscicapa caerulescens,691a.png,"  Very small; bluegrey, unstreaked; eyering whitish. Lowland forest and woodland. Mainly subtropical E, NE and N. Common resident.",1,N
663,Birds,Insect Eaters,Collared Flycatcher,Ficedula albicollis,692a.png,"  Very small; % black and white, &amp; grey and white. Male: above black with white forehead, hindneck, rump and wingpatch; below white. Female: above grey, paler on rump; below white, washed greyish brown on breast. Savanna, woodland. Tropical NE and N. Rare Nonbr vagrant.",1,N
664,Birds,Insect Eaters,Grey Tit-flycatcher,Myioparus plumbeus,693a.png,"  Very small; bluegrey; tail black, outer feathers white, fanned in and out; restless. Bushveld. Tropical NE. Uncommon resident.",1,N
665,Birds,Insect Eaters,Southern Black flycatcher,Melaenornis pammelaina,694a.png,"  Small; all black; bill relatively slim; tail square or slightly notched. Woodland, forest edge. SE to NE and N. Common resident.",1,N
666,Birds,Insect Eaters,Marico flycatcher,Bradornis mariquensis,695a.png,"  Small; above brown; below white; black spot in front of eye. Drier Acacia savanna. Kalahari basin to Namibia, Zimbabwe and w Free State. Common resident.",1,N
667,Birds,Insect Eaters,Pale flycatcher,Bradornis pallidus,696a.png,"  Small; mousy greyish brown, paler below; eyering buffy. Mostly broadleaved woodlands of subtropical to tropical N and E. Common resident.",1,N
668,Birds,Insect Eaters,Chat Flycatcher,Bradornis infuscatus,697a.png,"  Small, but large for a flycatcher; ash brown, paler below. Arid scrub of dry W. Common resident.",1,N
669,Birds,Insect Eaters,Fiscal Flycatcher,Sigelus silens,698a.png,  Small; black and white; belly pale greyish; white wingstripe and spot; bill slim; tail black with 2 rectangular white windows. Arid scrub and dry savanna of S Africa. Common resident.,1,N
670,Birds,Insect Eaters,Black-and-white (Vanga) Flycatcher,Bias musicus,699a.png,"  Small to very small; eye bright yellow; % black with white belly; &amp; chestnut above, head black, white below. Extreme ne forests of Mozambique and Zimbabwe. Uncommon resident.",1,N
671,Birds,Insect Eaters,Cape Batis,Batis capensis,700a.png,"  Very small; above grey; face black; wingbar, flanks and breastband and throat spot of % chestnut; breastband of &amp; black; tail black edged white. Evergreen forest, plantations. Extreme s and e forests and escarpments. Common resident.",1,N
672,Birds,Insect Eaters,Chinspot Batis,Batis molitor,701a.png,"  Very small; above grey; face black; breastband black in %,  or chestnut in &amp; ; chin spot of &amp; chestnut ; wingbar, eyebrow in %, and rest of underparts white. Savanna, woodland. E Cape to tropical NE and N. Common resident.",1,N
673,Birds,Insect Eaters,Pririt Batis,Batis pririt,703a.png,"  Very small; similar to Chinspot Batis, but flanks marked with black in %, whole throat and breast of &amp; yellow ochre. Drier savanna, riverine bush. Dry W. Common resident.",1,N
674,Birds,Insect Eaters,Woodwards’ Batis,Batis fratrum,704a.png,"  Very small; similar to Chinspot Batis, but breastband of %, wingbar, throat, breast and flanks of &amp; tawny. Lowland and coastal evergreen forest. Zululand to Mozambique and se Zimbabwe. Fairly common localized resident.",1,N
675,Birds,Insect Eaters,Black-throated Wattle-eye,Platysteira peltata,705a.png,"  Very small; head, throat and breast of &amp;, tail, breastband of % black; back grey; eye wattle bright red; belly of &amp;, throat, breast and belly of % white; tail edged and tipped white. Lowland evergreen and riverine forest, mangrove swamps. From Durban N to Zambezi Valley. Locally fairly common resident.",1,N
676,Birds,Insect Eaters,Fairy Flycatcher,Stenostira scita,706a.png,"  Very small; build slender; above bluegrey; face, wing and tail black; eyebrow, wingstripe and edges of tail white; breast light bluegrey; throat and belly white, tinged salmon pink; restless, droops wings, flirts tail. Fynbos, karoo scrub, bushy hillsides, gardens, riverine bush. Sw Cape to Lesotho (Br), N to Namibia, s Botswana and Transvaal (Nonbr). Common local migrant.",1,N
677,Birds,Insect Eaters,Blue-mantled Crested-Flycatcher,Trochocercus cyanomelas,708a.png,"  Very small; tail longish, black, constantly fanned and flirted; broad white wingstripe; back grey. Male: crested head and throat glossy blueblack; rest of underparts white. Female: similar to %, but greyer where % black; breast vaguely mottled grey and white. Evergreen forest. Sw Cape to se Zimbabwe and Mozambique. Uncommon localized resident.",1,N
